,North,South,East,West,Pickup,Drop
0,0.0,-1.8669326803442206,-1.9479706083309734,0.0,0.0,0.0
1,0.0,-1.4788927451549487,-1.9630629369228103,-1.964258792178755,0.0,0.0
2,0.0,-1.9052844867204042,-1.8530406437030047,-1.9053488254798563,0.0,0.0
3,0.0,-1.8316682110611455,-1.5483699941668276,-1.9361972101179095,0.0,0.0
4,0.0,-0.18258271494145256,0.0,-1.877010056643198,0.0,0.0
5,-1.9618496505643006,-1.7617566684696495,-1.6856664813239672,0.0,0.0,0.0
6,-1.9104500827635622,-1.1186968281192682,-1.800850202640131,-1.896212324372999,0.0,0.0
7,-1.9387829499201428,-1.4755581766433334,-1.7079453847387314,-1.9548578642840295,0.0,0.0
8,-1.8621847738111912,-1.1135801964408332,-1.4764966890835227,-1.825213888294632,0.0,0.0
9,-1.5489978520004395,1.3395445383771682,0.0,-1.5776904454014484,0.0,0.0
10,-1.8792477887981835,0.06896150542396767,-1.6800558366484888,0.0,0.0,0.0
11,-1.7532825202391296,5.025711407557408,-1.7551012228604213,-1.5340440556492476,0.0,0.0
12,-1.8813363866654935,-1.4698995231508856,-1.5882850463408018,-1.1867986901997178,0.0,0.0
13,-1.7661768928578272,-1.2802344092732263,2.5466126702074363,-1.734260417474232,0.0,0.0
14,-0.9298698036329995,0.42328646991204505,0.0,-1.3231561018235714,12.627757133661017,0.0
15,-1.646754404136124,-1.26395286204258,4.785143058142726,0.0,0.0,0.0
16,0.0,0.0,-0.5260238766245423,-0.517689906007055,12.140228413506858,0.0
17,-1.4180080145066416,-1.6434810767029666,-1.5570176547811887,4.909322211024784,0.0,0.0
18,-0.27026263446445414,-1.7160301545885153,-0.9408395812806832,-0.8867703466327796,0.0,0.0
19,5.21238901380924,-1.4068692384279178,0.0,-1.6690279521774323,0.0,0.0
20,-0.320382594600303,0.0,-0.9030912515192979,0.0,0.0,0.0
21,4.91577597580206,0.0,-1.2236765925385302,-1.304774841650953,0.0,0.0
22,-0.4012556626308204,0.0,-1.8261604182799143,-1.132273610052626,0.0,0.0
23,-1.5178782890596212,0.0,-1.4719374428737644,-1.4692092781791082,0.0,0.0
24,-0.2598683046128155,0.0,0.0,-1.7827165424797538,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,12.041653167594204
26,0.0,-1.5041481494032236,-1.8013886950249944,4.971355777191167,0.0,0.0
27,0.0,-1.8636603219580554,-1.1019324362406921,-0.562649697737044,0.0,0.0
28,0.0,-1.802662787449723,1.2593313030184183,-1.4818347527624556,0.0,0.0
29,0.0,-1.3742179015838376,0.0,-1.6479361184729882,0.0,12.096045606858675
30,5.012209094898398,-1.7631312864110216,-1.6123394275640281,0.0,0.0,0.0
31,-0.5956545918250806,-1.6248000694294824,-1.4694280910325277,0.18725991245778562,0.0,0.0
32,-1.5330009669913722,-1.1915435033952941,-1.8362695195054113,-1.1973920677995733,0.0,0.0
33,-1.5299756764783483,-1.5992119557564348,-0.15373822810848786,-1.7273937142737124,0.0,0.0
34,4.983178333409812,-1.7084206521553198,0.0,-1.5889999537276063,0.0,0.0
35,-0.09316544735988208,-1.931523071373292,-1.5885445318941707,0.0,0.0,0.0
36,-1.5276986089108782,-1.913319607791021,4.103909106425643,-1.6398069632082954,0.0,0.0
37,-1.6757640933667581,-1.9261669385618192,-1.5217174735137893,-1.6503237104003943,0.0,12.310181731326338
38,-1.807969345734719,-1.8522401876044672,-1.6261072906945846,-1.0090610899987895,0.0,0.0
39,-0.9390542095037233,-1.0505279391890372,0.0,-1.5867031982755493,0.0,0.0
40,-1.3512609836293685,-1.9787293177185439,-1.8742827666041602,0.0,0.0,0.0
41,-1.5066008816486103,-1.9756554644660342,-1.9161890927343568,-1.907744194385175,0.0,0.0
42,-1.7439894453454463,-1.9182839002982703,-1.7354545437234816,-1.7735542370305124,0.0,0.0
43,-1.6841742360632308,-1.4816808323476622,-0.07315454431755519,-1.8848705164591788,0.0,0.0
44,-1.6258031617451567,-0.10210665783745304,0.0,-1.835076086469393,0.0,0.0
45,-1.949972718760657,0.0,-1.9804325435587815,0.0,0.0,0.0
46,-1.9719486563469188,0.0,-1.902512203674115,-1.9706266241613986,0.0,0.0
47,-1.9003477076763038,0.0,-1.7391517611134293,-1.9818282673395151,0.0,0.0
48,-1.6778283175498134,0.0,-1.2444277051091022,-1.9329908680977352,0.0,0.0
49,-1.4781028367073406,0.0,0.0,-1.5169658603405822,0.0,12.596521062429865
