,0
851,106
852,105
853,104
854,103
855,102
856,101
857,100
858,99
859,98
860,97
861,96
862,95
863,94
864,93
865,92
866,91
867,90
868,89
869,102
870,101
871,100
872,99
873,98
874,111
875,110
876,109
877,108
878,107
879,106
880,105
881,104
882,103
883,102
884,101
885,100
886,99
887,98
888,97
889,96
890,95
891,94
892,93
893,92
894,91
895,90
896,89
897,88
898,87
899,86
900,85
901,84
902,83
903,96
904,95
905,94
906,93
907,92
908,91
909,90
910,89
911,88
912,87
913,86
914,85
915,84
916,83
917,82
918,81
919,80
920,79
921,78
922,77
923,76
924,75
925,74
926,73
927,72
928,71
929,70
930,69
931,68
932,67
933,66
934,65
935,64
936,63
937,62
938,61
939,60
940,59
941,58
942,57
943,56
944,55
945,54
946,53
947,52
948,51
949,50
950,49
951,48
952,47
953,46
954,45
955,44
956,43
957,42
958,41
959,40
960,39
961,38
962,37
963,36
964,35
965,34
966,33
967,32
968,31
969,30
970,29
971,28
972,27
973,26
974,39
975,38
976,37
977,36
978,35
979,34
980,33
981,32
982,31
983,30
984,29
985,28
986,27
987,26
988,25
989,24
990,23
991,22
992,21
993,20
994,19
995,18
996,17
997,16
998,15
999,14
1000,13
1001,12
1002,11
1003,10
1004,9
1005,8
1006,7
1007,6
1008,5
1009,4
1010,3
1011,16
1012,-1
1013,-2
1014,-3
1015,-4
1016,-5
1017,-6
1018,-7
1019,-8
1020,-9
1021,-10
1022,3
1023,2
1024,1
1025,0
1026,-1
1027,-2
1028,-3
1029,-4
1030,-5
1031,-6
1032,-7
1033,6
1034,5
1035,4
1036,17
1037,16
1038,15
1039,28
1040,27
1041,26
1042,39
1043,38
1044,37
1045,36
1046,35
1047,34
1048,33
1049,32
1050,31
1051,30
1052,29
1053,42
1054,41
1055,40
1056,53
1057,52
1058,51
1059,64
1060,63
1061,62
1062,75
1063,74
1064,73
1065,72
1066,71
1067,84
1068,83
1069,82
1070,95
1071,94
1072,93
1073,92
1074,91
1075,90
1076,89
1077,88
1078,87
1079,86
1080,85
1081,84
1082,83
1083,82
1084,81
1085,80
1086,79
1087,78
1088,77
1089,76
1090,75
1091,74
1092,73
1093,86
1094,85
1095,84
1096,97
1097,96
1098,95
1099,94
1100,93
1101,92
1102,91
1103,90
1104,89
1105,88
1106,87
1107,86
1108,85
1109,84
1110,83
1111,82
1112,81
1113,80
1114,79
1115,78
1116,77
1117,76
1118,75
1119,74
1120,73
1121,72
1122,71
1123,70
1124,69
1125,68
1126,67
1127,66
1128,65
1129,78
1130,77
1131,76
1132,75
1133,74
1134,73
1135,72
1136,71
1137,70
1138,69
1139,68
1140,81
1141,80
1142,79
1143,78
1144,77
1145,76
1146,75
1147,74
1148,73
1149,72
1150,71
1151,70
1152,69
1153,68
1154,67
1155,66
1156,65
1157,78
1158,77
1159,76
1160,89
1161,88
1162,87
1163,86
1164,85
1165,84
1166,83
1167,82
1168,81
1169,80
1170,79
1171,78
1172,77
1173,76
1174,75
1175,74
1176,73
1177,72
1178,71
1179,84
1180,83
1181,82
1182,95
1183,94
1184,93
1185,92
1186,91
1187,90
1188,89
1189,88
1190,87
1191,100
1192,99
1193,98
1194,97
1195,96
1196,95
1197,94
1198,93
1199,92
1200,91
1201,90
1202,89
1203,88
1204,87
1205,86
1206,85
1207,84
1208,83
1209,82
1210,81
1211,80
1212,79
1213,78
1214,77
1215,76
1216,75
1217,74
1218,73
1219,72
1220,71
1221,70
1222,69
1223,68
1224,67
1225,66
1226,65
1227,64
1228,63
1229,62
1230,61
1231,60
1232,59
1233,58
1234,57
1235,56
1236,55
1237,54
1238,53
1239,52
1240,51
1241,50
1242,49
1243,48
1244,47
1245,46
1246,45
1247,44
1248,43
1249,42
1250,41
1251,40
1252,39
1253,38
1254,37
1255,36
1256,35
1257,34
1258,33
1259,32
1260,31
1261,30
1262,29
1263,28
1264,27
1265,26
1266,25
1267,24
1268,23
1269,22
1270,21
1271,20
1272,19
1273,18
1274,17
1275,16
1276,15
1277,14
1278,13
1279,12
1280,11
1281,10
1282,9
1283,8
1284,7
1285,6
1286,5
1287,4
1288,3
1289,2
1290,15
1291,14
1292,13
1293,12
1294,11
1295,10
1296,9
1297,8
1298,7
1299,20
1300,19
1301,18
1302,17
1303,16
1304,15
1305,14
1306,27
1307,26
1308,25
1309,24
1310,23
1311,22
1312,21
1313,20
1314,19
1315,18
1316,17
1317,16
1318,15
1319,14
1320,13
1321,12
1322,11
1323,10
1324,9
1325,8
1326,7
1327,6
1328,5
1329,4
1330,3
1331,2
1332,1
1333,0
1334,-1
1335,-2
1336,-3
1337,10
1338,9
1339,8
1340,7
1341,6
1342,5
1343,4
1344,3
1345,2
1346,1
1347,0
1348,13
1349,12
1350,11
1351,10
1352,9
1353,22
1354,21
1355,20
1356,19
1357,18
1358,17
1359,16
1360,15
1361,14
1362,27
1363,26
1364,25
1365,24
1366,23
1367,22
1368,21
1369,34
1370,33
1371,32
1372,31
1373,30
1374,43
1375,42
1376,41
1377,40
1378,39
1379,38
1380,37
1381,36
1382,35
1383,34
1384,33
1385,32
1386,31
1387,30
1388,29
1389,28
1390,27
1391,26
1392,25
1393,24
1394,23
1395,22
1396,21
1397,20
1398,19
1399,18
1400,17
1401,16
1402,15
1403,14
1404,13
1405,12
1406,11
1407,10
1408,9
1409,8
1410,7
1411,6
1412,5
1413,4
1414,3
1415,2
1416,1
1417,0
1418,-1
1419,-2
1420,-3
1421,-4
1422,-5
1423,-6
1424,-7
1425,-8
1426,-9
1427,-10
1428,-11
1429,-12
1430,-13
1431,-14
1432,-15
1433,-16
1434,-17
1435,-18
1436,-19
1437,-20
1438,-21
1439,-22
1440,-23
1441,-24
1442,-25
1443,-26
1444,-27
1445,-28
1446,-29
1447,-30
1448,-31
1449,-32
1450,-33
1451,-34
1452,-35
1453,-36
1454,-37
1455,-38
1456,-39
1457,-40
1458,-41
1459,-42
1460,-43
1461,-44
1462,-45
1463,-46
1464,-47
1465,-48
1466,-49
1467,-50
1468,-51
1469,-52
1470,-53
1471,-54
1472,-55
1473,-56
1474,-57
1475,-58
1476,-59
1477,-60
1478,-61
1479,-62
1480,-63
1481,-64
1482,-65
1483,-66
1484,-67
1485,-68
1486,-69
1487,-70
1488,-71
1489,-72
1490,-73
1491,-74
1492,-75
1493,-76
1494,-77
1495,-78
1496,-79
1497,-80
1498,-81
1499,-82
1500,-83
1501,-84
1502,-85
1503,-86
1504,-87
1505,-88
1506,-89
1507,-90
1508,-91
1509,-78
1510,-79
1511,-80
1512,-81
1513,-82
1514,-83
1515,-84
1516,-85
1517,-86
1518,-73
1519,-74
1520,-75
1521,-76
1522,-77
1523,-78
1524,-79
1525,-80
1526,-81
1527,-82
1528,-83
1529,-84
1530,-85
1531,-86
1532,-87
1533,-88
1534,-89
1535,-90
1536,-91
1537,-78
1538,-1
1539,-2
1540,11
1541,10
1542,9
1543,22
1544,21
1545,20
1546,19
1547,18
1548,17
1549,16
1550,29
1551,28
1552,27
1553,26
1554,25
1555,24
1556,23
1557,36
1558,35
1559,34
1560,47
1561,46
1562,45
1563,44
1564,43
1565,42
1566,41
1567,40
1568,39
1569,52
1570,51
1571,50
1572,49
1573,48
1574,61
1575,60
1576,59
1577,72
1578,71
1579,70
1580,83
1581,82
1582,81
1583,94
1584,93
1585,92
1586,105
1587,104
1588,103
1589,116
1590,115
1591,114
1592,113
1593,112
1594,125
1595,124
1596,123
1597,122
1598,121
1599,120
1600,119
1601,132
1602,131
1603,130
1604,129
1605,128
1606,141
1607,140
1608,139
1609,138
1610,137
1611,136
1612,135
1613,134
1614,133
1615,132
1616,131
1617,130
1618,129
1619,128
1620,127
1621,140
1622,139
1623,138
1624,151
1625,150
1626,149
1627,148
1628,147
1629,146
1630,145
1631,158
1632,157
1633,156
1634,169
1635,168
1636,167
1637,166
1638,165
1639,164
1640,163
1641,162
1642,161
1643,160
1644,159
1645,158
1646,157
1647,156
1648,155
1649,154
1650,153
1651,152
1652,151
1653,150
1654,149
1655,148
1656,147
1657,146
1658,145
1659,144
1660,143
1661,142
1662,141
1663,140
1664,139
1665,152
1666,151
1667,150
1668,163
1669,162
1670,161
1671,160
1672,159
1673,158
1674,157
1675,156
1676,155
1677,154
1678,153
1679,152
1680,151
1681,150
1682,149
1683,148
1684,147
1685,146
1686,145
1687,144
1688,143
1689,142
1690,141
1691,140
1692,139
1693,138
1694,137
1695,136
1696,135
1697,148
1698,147
1699,146
1700,159
1701,158
1702,157
1703,156
1704,155
1705,154
1706,153
1707,152
1708,151
1709,150
1710,149
1711,148
1712,147
1713,146
1714,145
1715,144
1716,143
1717,142
1718,141
1719,140
1720,139
1721,138
1722,137
1723,150
1724,149
1725,148
1726,147
1727,146
1728,145
1729,144
1730,143
1731,142
1732,155
1733,154
1734,153
1735,152
1736,151
1737,150
1738,149
1739,148
1740,147
1741,146
1742,145
1743,144
1744,143
1745,142
1746,141
1747,140
1748,139
1749,138
1750,137
1751,150
1752,149
1753,148
1754,161
1755,160
1756,159
1757,158
1758,157
1759,156
1760,155
1761,154
1762,153
1763,152
1764,151
1765,150
1766,149
1767,148
1768,147
1769,146
1770,145
1771,144
1772,143
1773,142
1774,141
1775,140
1776,139
1777,138
1778,137
1779,136
1780,135
1781,134
1782,133
1783,132
1784,131
1785,130
1786,129
1787,128
1788,127
1789,126
1790,125
1791,124
1792,123
1793,122
1794,121
1795,120
1796,119
1797,118
1798,117
1799,116
1800,115
1801,114
1802,113
1803,112
1804,111
1805,110
1806,109
1807,108
1808,107
1809,106
1810,105
1811,104
1812,103
1813,102
1814,101
1815,100
1816,99
1817,98
1818,97
1819,96
1820,95
1821,94
1822,93
1823,106
1824,105
1825,104
1826,103
1827,102
1828,101
1829,100
1830,99
1831,98
1832,97
1833,96
1834,95
1835,94
1836,93
1837,92
1838,91
1839,90
1840,89
1841,88
1842,87
1843,86
1844,85
1845,84
1846,83
1847,82
1848,81
1849,80
1850,79
1851,78
1852,77
1853,76
1854,75
1855,74
1856,73
1857,72
1858,71
1859,70
1860,69
1861,68
1862,67
1863,66
1864,65
1865,64
1866,63
1867,62
1868,61
1869,60
1870,59
1871,58
1872,57
1873,56
1874,55
1875,54
1876,53
1877,52
1878,51
1879,50
1880,49
1881,48
1882,47
1883,46
1884,45
1885,44
1886,43
1887,42
1888,41
1889,40
1890,39
1891,38
1892,51
1893,50
1894,49
1895,48
1896,47
1897,46
1898,45
1899,44
1900,43
1901,42
1902,41
1903,40
1904,39
1905,38
1906,37
1907,36
1908,35
1909,34
1910,33
1911,32
1912,31
1913,30
1914,29
1915,28
1916,27
1917,26
1918,25
1919,24
1920,23
1921,22
1922,21
1923,20
1924,19
1925,18
1926,17
1927,16
1928,15
1929,14
1930,13
1931,12
1932,11
1933,24
1934,23
1935,22
1936,21
1937,20
1938,19
1939,18
1940,31
1941,30
1942,29
1943,28
1944,27
1945,26
1946,25
1947,24
1948,23
1949,22
1950,21
1951,20
1952,19
1953,18
1954,17
1955,16
1956,15
1957,14
1958,13
1959,12
1960,11
1961,10
1962,9
1963,8
1964,7
1965,6
1966,5
1967,4
1968,3
1969,2
1970,1
1971,0
1972,-1
1973,12
1974,-1
1975,-2
1976,-3
1977,-4
1978,-5
1979,-6
1980,7
1981,6
1982,5
1983,4
1984,3
1985,2
1986,1
1987,0
1988,-1
1989,-2
1990,-3
1991,-4
1992,-5
1993,-6
1994,-7
1995,6
1996,5
1997,4
1998,3
1999,2
2000,15
2001,14
2002,13
2003,12
2004,11
2005,10
2006,9
2007,8
2008,7
2009,6
2010,5
2011,4
2012,3
2013,2
2014,1
2015,0
2016,-1
2017,12
2018,11
2019,10
2020,9
2021,8
2022,7
2023,6
2024,5
2025,4
2026,17
2027,16
2028,15
2029,14
2030,13
2031,12
2032,11
2033,10
2034,9
2035,22
2036,21
2037,20
2038,19
2039,18
2040,17
2041,16
2042,29
2043,28
2044,27
2045,40
2046,39
2047,38
2048,37
2049,36
2050,35
2051,34
2052,47
2053,46
2054,45
2055,58
2056,57
2057,56
2058,69
2059,68
2060,67
2061,66
2062,65
2063,64
2064,63
2065,76
2066,75
2067,74
2068,73
2069,72
2070,85
2071,84
2072,83
2073,82
2074,81
2075,80
2076,79
2077,92
2078,91
2079,90
2080,89
2081,88
2082,87
2083,86
2084,85
2085,84
2086,97
2087,96
2088,95
2089,94
2090,93
2091,92
2092,91
2093,90
2094,89
2095,88
2096,87
2097,86
2098,85
2099,84
2100,83
2101,82
2102,81
2103,80
2104,79
2105,92
2106,91
2107,90
2108,103
2109,102
2110,101
2111,100
2112,99
2113,98
2114,97
2115,96
2116,95
2117,94
2118,93
2119,106
2120,105
2121,104
2122,103
2123,102
2124,101
2125,100
2126,99
2127,98
2128,97
2129,96
2130,95
2131,94
2132,93
2133,92
2134,91
2135,90
2136,89
2137,88
2138,87
2139,86
2140,85
2141,84
2142,83
2143,82
2144,81
2145,80
2146,79
2147,78
2148,77
2149,76
2150,75
2151,74
2152,73
2153,72
2154,71
2155,70
2156,69
2157,68
2158,67
2159,66
2160,65
2161,64
2162,63
2163,62
2164,61
2165,60
2166,59
2167,58
2168,57
2169,56
2170,55
2171,54
2172,53
2173,52
2174,51
2175,50
2176,49
2177,48
2178,47
2179,46
2180,45
2181,44
2182,43
2183,42
2184,41
2185,40
2186,39
2187,38
2188,37
2189,36
2190,35
2191,34
2192,33
2193,32
2194,31
2195,30
2196,29
2197,28
2198,27
2199,26
2200,25
2201,24
2202,23
2203,22
2204,21
2205,20
2206,19
2207,18
2208,17
2209,16
2210,15
2211,14
2212,13
2213,12
2214,11
2215,10
2216,9
2217,8
2218,7
2219,6
2220,5
2221,4
2222,3
2223,2
2224,1
2225,0
2226,-1
2227,-2
2228,-3
2229,-4
2230,-5
2231,-6
2232,-7
2233,-8
2234,-9
2235,-10
2236,-11
2237,-12
2238,-13
2239,-14
2240,-15
2241,-16
2242,-17
2243,-18
2244,-19
2245,-20
2246,-21
2247,-22
2248,-23
2249,-24
2250,-25
2251,-26
2252,-27
2253,-28
2254,-29
2255,-30
2256,-31
2257,-32
2258,-33
2259,-34
2260,-35
2261,-36
2262,-37
2263,-38
2264,-39
2265,-40
2266,-41
2267,-42
2268,-43
2269,-44
2270,-45
2271,-46
2272,-33
2273,-34
2274,-35
2275,-22
2276,-23
2277,-24
2278,-25
2279,-26
2280,-13
2281,-14
2282,-15
2283,-16
2284,-17
2285,-18
2286,-19
2287,-20
2288,-21
2289,-22
2290,-23
2291,-24
2292,-25
2293,-26
2294,-27
2295,-28
2296,-29
2297,-30
2298,-31
2299,-32
2300,-33
2301,-34
2302,-35
2303,-36
2304,-37
2305,-38
2306,-39
2307,-40
2308,-41
2309,-42
2310,-43
2311,-44
2312,-45
2313,-46
2314,-47
2315,-48
2316,-49
2317,-50
2318,-51
2319,-52
2320,-53
2321,-54
2322,-55
2323,-56
2324,-57
2325,-58
2326,-59
2327,-60
2328,-61
2329,-62
2330,-63
2331,-64
2332,-65
2333,-66
2334,-67
2335,-68
2336,-69
2337,-70
2338,-71
2339,-72
2340,-73
2341,-74
2342,-75
2343,-76
2344,-77
2345,-78
2346,-79
2347,-80
2348,-81
2349,-82
2350,-83
2351,-84
2352,-85
2353,-86
2354,-87
2355,-88
2356,-89
2357,-90
2358,-91
2359,-92
2360,-93
2361,-94
2362,-95
2363,-96
2364,-97
2365,-98
2366,-99
2367,-100
2368,-101
2369,-102
2370,-103
2371,-104
2372,-105
2373,-106
2374,-107
2375,-108
2376,-109
2377,-110
2378,-111
2379,-112
2380,-113
2381,-114
2382,-115
2383,-116
2384,-117
2385,-118
2386,-119
2387,-120
2388,-121
2389,-122
2390,-123
2391,-124
2392,-125
2393,-126
2394,-127
2395,-128
2396,-129
2397,-130
2398,-131
2399,-132
2400,-133
2401,-134
2402,-135
2403,-136
2404,-137
2405,-138
2406,-139
2407,-126
2408,-127
2409,-128
2410,-115
2411,-116
2412,-117
2413,-104
2414,-105
2415,-106
2416,-93
2417,-94
2418,-95
2419,-82
2420,-83
2421,-84
2422,-71
2423,-72
2424,-73
2425,-74
2426,-75
2427,-76
2428,-77
2429,-78
2430,-79
2431,-80
2432,-81
2433,-82
2434,-83
2435,-84
2436,-85
2437,-86
2438,-87
2439,-88
2440,-89
2441,-90
2442,-91
2443,-92
2444,-93
2445,-94
2446,-95
2447,-96
2448,-97
2449,-98
2450,-99
2451,-100
2452,-101
2453,-102
2454,-103
2455,-104
2456,-105
2457,-106
2458,-107
2459,-108
2460,-109
2461,-110
2462,-111
2463,-112
2464,-113
2465,-114
2466,-115
2467,-116
2468,-117
2469,-104
2470,-105
2471,-106
2472,-107
2473,-108
2474,-109
2475,-110
2476,-111
2477,-112
2478,-99
2479,-100
2480,-101
2481,-102
2482,-103
2483,-104
2484,-105
2485,-106
2486,-107
2487,-108
2488,-109
2489,-110
2490,-111
2491,-112
2492,-113
2493,-114
2494,-115
2495,-116
2496,-117
2497,-118
2498,-119
2499,-120
2500,-121
2501,-122
2502,-123
2503,-124
2504,-125
2505,-126
2506,-127
2507,-128
2508,-129
2509,-130
2510,-131
2511,-132
2512,-133
2513,-134
2514,-135
2515,-136
2516,-137
2517,-138
2518,-139
2519,-140
2520,-141
2521,-142
2522,-143
2523,-144
2524,-145
2525,-146
2526,-147
2527,-148
2528,-149
2529,-136
2530,-137
2531,-138
2532,-125
2533,-126
2534,-127
2535,-128
2536,-129
2537,-130
2538,-131
2539,-132
2540,-133
2541,-134
2542,-135
2543,-136
2544,-137
2545,-138
2546,-139
2547,-140
2548,-141
2549,-142
2550,-143
2551,-144
2552,-145
2553,-146
2554,-147
2555,-148
2556,-149
2557,-150
2558,-151
2559,-152
2560,-153
2561,-140
2562,-1
2563,-2
2564,-3
2565,-4
2566,-5
2567,-6
2568,-7
2569,-8
2570,-9
2571,-10
2572,-11
2573,-12
2574,-13
2575,-14
2576,-1
2577,-2
2578,-3
2579,-4
2580,-5
2581,-6
2582,-7
2583,-8
2584,-9
2585,-10
2586,-11
2587,-12
2588,-13
2589,-14
2590,-15
2591,-2
2592,-3
2593,-4
2594,9
2595,8
2596,7
2597,20
2598,19
2599,18
2600,31
2601,30
2602,29
2603,42
2604,41
2605,40
2606,39
2607,38
2608,51
2609,50
2610,49
2611,48
2612,47
2613,60
2614,59
2615,58
2616,57
2617,56
2618,55
2619,54
2620,53
2621,52
2622,51
2623,50
2624,49
2625,48
2626,47
2627,46
2628,59
2629,58
2630,57
2631,56
2632,55
2633,54
2634,53
2635,66
2636,65
2637,64
2638,63
2639,62
2640,75
2641,74
2642,73
2643,72
2644,71
2645,70
2646,69
2647,68
2648,67
2649,66
2650,65
2651,64
2652,63
2653,62
2654,61
2655,60
2656,59
2657,58
2658,57
2659,56
2660,55
2661,54
2662,53
2663,52
2664,51
2665,50
2666,49
2667,48
2668,47
2669,46
2670,45
2671,44
2672,43
2673,42
2674,41
2675,40
2676,39
2677,38
2678,37
2679,36
2680,35
2681,34
2682,33
2683,32
2684,31
2685,30
2686,29
2687,28
2688,27
2689,26
2690,25
2691,24
2692,23
2693,22
2694,21
2695,20
2696,19
2697,18
2698,17
2699,30
2700,29
2701,28
2702,27
2703,26
2704,25
2705,24
2706,23
2707,22
2708,21
2709,20
2710,33
2711,32
2712,31
2713,30
2714,29
2715,28
2716,27
2717,26
2718,25
2719,24
2720,23
2721,22
2722,21
2723,20
2724,19
2725,18
2726,17
2727,16
2728,15
2729,14
2730,13
2731,12
2732,11
2733,10
2734,9
2735,8
2736,7
2737,6
2738,5
2739,4
2740,3
2741,2
2742,1
2743,0
2744,-1
2745,12
2746,11
2747,10
2748,23
2749,22
2750,21
2751,34
2752,33
2753,32
2754,45
2755,44
2756,43
2757,42
2758,41
2759,40
2760,39
2761,38
2762,37
2763,36
2764,35
2765,34
2766,33
2767,32
2768,31
2769,30
2770,29
2771,28
2772,27
2773,26
2774,25
2775,24
2776,23
2777,22
2778,21
2779,20
2780,19
2781,18
2782,17
2783,16
2784,15
2785,14
2786,13
2787,12
2788,11
2789,10
2790,9
2791,8
2792,7
2793,6
2794,5
2795,4
2796,3
2797,2
2798,1
2799,0
2800,-1
2801,-2
